date,arrivals_in_qtl,modal_price,apmc_commodity,label
2014-09-01,2779,1744,aamgaon_paddy-unhusked,0
2014-10-01,2195,1670,aamgaon_paddy-unhusked,0
2014-11-01,10153,1507,aamgaon_paddy-unhusked,0
2014-12-01,14608,1518,aamgaon_paddy-unhusked,0
2015-02-01,7674,1505,aamgaon_paddy-unhusked,0
2015-03-01,5294,1419,aamgaon_paddy-unhusked,0
2015-04-01,2728,1412,aamgaon_paddy-unhusked,0
2015-05-01,3688,1402,aamgaon_paddy-unhusked,0
2015-06-01,9312,1339,aamgaon_paddy-unhusked,0
2015-07-01,5499,1510,aamgaon_paddy-unhusked,0
2015-08-01,5046,1562,aamgaon_paddy-unhusked,0
2015-09-01,3535,1691,aamgaon_paddy-unhusked,0
2015-10-01,3326,1491,aamgaon_paddy-unhusked,0
2015-11-01,7991,1512,aamgaon_paddy-unhusked,0
2015-12-01,14645,1564,aamgaon_paddy-unhusked,0
2016-01-01,9539,1523,aamgaon_paddy-unhusked,0
2016-02-01,6883,1558,aamgaon_paddy-unhusked,0
2016-03-01,2908,1633,aamgaon_paddy-unhusked,0
2016-04-01,1481,1657,aamgaon_paddy-unhusked,0
2016-05-01,10019,1578,aamgaon_paddy-unhusked,0
2016-06-01,10278,1604,aamgaon_paddy-unhusked,0
2016-07-01,1805,1693,aamgaon_paddy-unhusked,0
2016-08-01,1819,1667,aamgaon_paddy-unhusked,0
2016-09-01,1970,1697,aamgaon_paddy-unhusked,0
2016-10-01,4523,1445,aamgaon_paddy-unhusked,0
2016-11-01,6382,1419,aamgaon_paddy-unhusked,0
2015-09-01,25,8315,aarni_black gram,1
2016-09-01,67,6317,aarni_black gram,1
2016-10-01,100,6333,aarni_black gram,1
2014-09-01,410,2400,aarni_gram,2
2014-10-01,365,2400,aarni_gram,2
2015-01-01,175,2100,aarni_gram,2
2015-04-01,4690,3875,aarni_gram,2
2015-05-01,660,4100,aarni_gram,2
2015-07-01,60,4245,aarni_gram,2
2015-08-01,50,3980,aarni_gram,2
2016-02-01,3685,4020,aarni_gram,2
2016-03-01,5205,4038,aarni_gram,2
2016-04-01,1009,5323,aarni_gram,2
2016-05-01,1135,5459,aarni_gram,2
2016-06-01,790,6200,aarni_gram,2
2015-08-01,10,6900,aarni_green gram,3
2015-09-01,65,7088,aarni_green gram,3
2016-09-01,55,5250,aarni_green gram,3
2014-09-01,1350,3830,aarni_ground nut pods (dry),4
2014-10-01,750,3717,aarni_ground nut pods (dry),4
2015-06-01,3610,5200,aarni_ground nut pods (dry),4
2015-08-01,530,5825,aarni_ground nut pods (dry),4
2016-04-01,265,4800,aarni_ground nut pods (dry),4
2016-06-01,3974,5531,aarni_ground nut pods (dry),4
2016-07-01,420,5850,aarni_ground nut pods (dry),4
2016-08-01,100,5125,aarni_ground nut pods (dry),4
2014-09-01,70,4650,aarni_pigeon pea (tur),5
2014-10-01,50,4550,aarni_pigeon pea (tur),5
2015-03-01,19792,5698,aarni_pigeon pea (tur),5
2015-04-01,16510,5825,aarni_pigeon pea (tur),5
2015-06-01,774,6750,aarni_pigeon pea (tur),5
2015-08-01,275,8623,aarni_pigeon pea (tur),5
2015-09-01,223,9230,aarni_pigeon pea (tur),5
2015-10-01,16,10775,aarni_pigeon pea (tur),5
2015-12-01,4361,8579,aarni_pigeon pea (tur),5
2016-01-01,12666,8778,aarni_pigeon pea (tur),5
2016-02-01,8657,8034,aarni_pigeon pea (tur),5
2016-03-01,4590,7931,aarni_pigeon pea (tur),5
2016-04-01,1990,8720,aarni_pigeon pea (tur),5
2016-05-01,2300,8517,aarni_pigeon pea (tur),5
2016-06-01,3860,8511,aarni_pigeon pea (tur),5
2016-07-01,1750,8280,aarni_pigeon pea (tur),5
2016-08-01,410,5150,aarni_pigeon pea (tur),5
2016-09-01,2145,6650,aarni_pigeon pea (tur),5
2016-10-01,1353,6371,aarni_pigeon pea (tur),5
2015-04-01,3017,1006,aarni_sorgum(jawar),6
2015-06-01,182,1000,aarni_sorgum(jawar),6
2015-08-01,175,1275,aarni_sorgum(jawar),6
2015-09-01,165,1273,aarni_sorgum(jawar),6
2014-09-01,165,3270,aarni_soybean,7
2014-10-01,3080,3051,aarni_soybean,7
2014-11-01,5950,3126,aarni_soybean,7
2014-12-01,2865,2971,aarni_soybean,7
2015-01-01,775,2976,aarni_soybean,7
2015-02-01,1780,3150,aarni_soybean,7
2015-03-01,2535,3150,aarni_soybean,7
2015-04-01,630,3200,aarni_soybean,7
2015-06-01,575,3650,aarni_soybean,7
2015-07-01,40,3130,aarni_soybean,7
2015-08-01,350,3081,aarni_soybean,7
2015-09-01,1159,3155,aarni_soybean,7
2015-11-01,7592,3518,aarni_soybean,7
2015-12-01,2030,3481,aarni_soybean,7
2016-01-01,2315,3400,aarni_soybean,7
2016-02-01,1150,3400,aarni_soybean,7
2016-05-01,750,3550,aarni_soybean,7
2016-06-01,1180,3467,aarni_soybean,7
2016-07-01,605,3450,aarni_soybean,7
2016-09-01,1485,3115,aarni_soybean,7
2014-09-01,539,1388,aarni_wheat(husked),8
2014-10-01,390,1386,aarni_wheat(husked),8
2015-03-01,390,1125,aarni_wheat(husked),8
2015-04-01,327,1175,aarni_wheat(husked),8
2015-06-01,150,1250,aarni_wheat(husked),8
2015-08-01,160,1445,aarni_wheat(husked),8
2015-09-01,236,1471,aarni_wheat(husked),8
2016-05-01,40,1600,aarni_wheat(husked),8
2014-10-01,1,1725,achalpur_bajri,9
2015-01-01,2,1565,achalpur_bajri,9
2016-01-01,2,1700,achalpur_bajri,9
2016-02-01,2,1725,achalpur_bajri,9
2016-05-01,1,1700,achalpur_bajri,9
2014-11-01,1,4800,achalpur_batbati,10
2016-07-01,1,3100,achalpur_batbati,10
2014-09-01,4,4350,achalpur_black gram,11
2014-10-01,6,4400,achalpur_black gram,11
2014-11-01,6,4567,achalpur_black gram,11
2015-02-01,1,4350,achalpur_black gram,11
2015-09-01,1,7600,achalpur_black gram,11
2015-12-01,1,8500,achalpur_black gram,11
2016-01-01,53,7600,achalpur_black gram,11
2016-05-01,4,7222,achalpur_black gram,11
2016-06-01,8,9956,achalpur_black gram,11
2016-09-01,300,6505,achalpur_black gram,11
2016-11-01,182,5333,achalpur_black gram,11
2015-05-01,1,2750,achalpur_castor seed,12
2014-09-01,90,2550,achalpur_gram,13
2014-10-01,70,2581,achalpur_gram,13
2014-11-01,70,2533,achalpur_gram,13
2014-12-01,25,2435,achalpur_gram,13
2015-01-01,30,3050,achalpur_gram,13
2015-02-01,79,2917,achalpur_gram,13
2015-03-01,2,3100,achalpur_gram,13
2015-04-01,672,3623,achalpur_gram,13
2015-05-01,450,4181,achalpur_gram,13
2015-06-01,228,3839,achalpur_gram,13
2015-07-01,135,3986,achalpur_gram,13
2015-08-01,140,4390,achalpur_gram,13
2015-09-01,80,4558,achalpur_gram,13
2015-12-01,251,4297,achalpur_gram,13
2016-01-01,298,4329,achalpur_gram,13
2016-06-01,838,6508,achalpur_gram,13
2016-07-01,451,7579,achalpur_gram,13
2016-08-01,525,5975,achalpur_gram,13
2016-09-01,288,7441,achalpur_gram,13
2016-11-01,60,8200,achalpur_gram,13
2014-10-01,2,6550,achalpur_green gram,14
2015-05-01,26,6806,achalpur_green gram,14
2015-06-01,11,5825,achalpur_green gram,14
2015-07-01,15,5405,achalpur_green gram,14
2015-08-01,6,5809,achalpur_green gram,14
2015-09-01,11,6763,achalpur_green gram,14
2016-05-01,37,5892,achalpur_green gram,14
2016-09-01,4,5275,achalpur_green gram,14
2015-06-01,16,4000,achalpur_ground nut pods (dry),15
2015-12-01,1,3800,achalpur_ground nut pods (dry),15
2016-05-01,842,4281,achalpur_ground nut pods (dry),15
2016-06-01,314,4441,achalpur_ground nut pods (dry),15
2014-12-01,4,4150,achalpur_lentil,16
2015-05-01,7,5367,achalpur_lentil,16
2015-07-01,7,5282,achalpur_lentil,16
2015-09-01,1,6250,achalpur_lentil,16
2015-12-01,2,5100,achalpur_lentil,16
2016-01-01,1,5125,achalpur_lentil,16
2016-02-01,1,4200,achalpur_lentil,16
2016-03-01,1,4200,achalpur_lentil,16
2016-05-01,2,4875,achalpur_lentil,16
2016-06-01,2,5500,achalpur_lentil,16
2014-09-01,2,1338,achalpur_maize,17
2014-10-01,4,1315,achalpur_maize,17
2014-12-01,140,1342,achalpur_maize,17
2015-01-01,45,1369,achalpur_maize,17
2015-02-01,12,1350,achalpur_maize,17
2015-03-01,2,1360,achalpur_maize,17
2015-09-01,4,1450,achalpur_maize,17
2015-12-01,442,1409,achalpur_maize,17
2016-01-01,486,1473,achalpur_maize,17
2016-02-01,454,1483,achalpur_maize,17
2016-03-01,66,1337,achalpur_maize,17
2016-05-01,149,1322,achalpur_maize,17
2016-06-01,182,1417,achalpur_maize,17
2016-07-01,87,1563,achalpur_maize,17
2016-08-01,7,1575,achalpur_maize,17
2016-10-01,187,1436,achalpur_maize,17
2016-11-01,221,1386,achalpur_maize,17
2015-05-01,5,3183,achalpur_mustard,18
2015-06-01,1,3100,achalpur_mustard,18
2015-07-01,3,3308,achalpur_mustard,18
2016-02-01,2,3300,achalpur_mustard,18
2016-03-01,1,3400,achalpur_mustard,18
2016-05-01,2,3675,achalpur_mustard,18
2014-09-01,310,4736,achalpur_pigeon pea (tur),19
2014-10-01,430,4925,achalpur_pigeon pea (tur),19
2014-11-01,210,5040,achalpur_pigeon pea (tur),19
2014-12-01,135,4677,achalpur_pigeon pea (tur),19
2015-01-01,190,4963,achalpur_pigeon pea (tur),19
2015-02-01,366,5463,achalpur_pigeon pea (tur),19
2015-03-01,550,5346,achalpur_pigeon pea (tur),19
2015-04-01,495,5933,achalpur_pigeon pea (tur),19
2015-05-01,950,6622,achalpur_pigeon pea (tur),19
2015-06-01,683,6889,achalpur_pigeon pea (tur),19
2015-07-01,530,7260,achalpur_pigeon pea (tur),19
2015-08-01,301,8208,achalpur_pigeon pea (tur),19
2015-09-01,260,9355,achalpur_pigeon pea (tur),19
2015-12-01,6102,8057,achalpur_pigeon pea (tur),19
2016-03-01,5672,7653,achalpur_pigeon pea (tur),19
2016-05-01,11354,8428,achalpur_pigeon pea (tur),19
2016-06-01,8129,8611,achalpur_pigeon pea (tur),19
2016-07-01,3114,8374,achalpur_pigeon pea (tur),19
2016-08-01,2346,5955,achalpur_pigeon pea (tur),19
2016-09-01,2800,6451,achalpur_pigeon pea (tur),19
2016-10-01,2347,6193,achalpur_pigeon pea (tur),19
2016-11-01,493,5557,achalpur_pigeon pea (tur),19
2015-02-01,2,4550,achalpur_rajgira,20
2015-12-01,2,4163,achalpur_rajgira,20
2014-09-01,5,1725,achalpur_rice(paddy-hus),21
2014-09-01,2,9200,achalpur_sesamum,22
2014-10-01,2,12250,achalpur_sesamum,22
2014-11-01,5,9900,achalpur_sesamum,22
2014-12-01,7,8553,achalpur_sesamum,22
2015-01-01,1,8250,achalpur_sesamum,22
2015-12-01,9,7133,achalpur_sesamum,22
2016-10-01,2,5800,achalpur_sesamum,22
2016-11-01,2,5777,achalpur_sesamum,22
2014-10-01,5,1540,achalpur_sorgum(jawar),23
2014-11-01,150,1545,achalpur_sorgum(jawar),23
2014-12-01,280,1462,achalpur_sorgum(jawar),23
2015-01-01,20,1543,achalpur_sorgum(jawar),23
2016-02-01,1255,1355,achalpur_sorgum(jawar),23
2016-03-01,281,1365,achalpur_sorgum(jawar),23
2016-05-01,488,1420,achalpur_sorgum(jawar),23
2016-06-01,279,1485,achalpur_sorgum(jawar),23
2016-07-01,662,1561,achalpur_sorgum(jawar),23
2016-08-01,495,1582,achalpur_sorgum(jawar),23
2016-09-01,644,1641,achalpur_sorgum(jawar),23
2016-10-01,235,1625,achalpur_sorgum(jawar),23
2016-11-01,934,1447,achalpur_sorgum(jawar),23
2014-09-01,270,2990,achalpur_soybean,24
2014-10-01,520,3013,achalpur_soybean,24
2014-11-01,4000,3195,achalpur_soybean,24
2014-12-01,1700,3164,achalpur_soybean,24
2015-01-01,1550,3187,achalpur_soybean,24
2015-02-01,1100,3230,achalpur_soybean,24
2015-03-01,1100,3118,achalpur_soybean,24
2015-04-01,150,3876,achalpur_soybean,24
2015-05-01,600,3725,achalpur_soybean,24
2015-06-01,896,3425,achalpur_soybean,24
2015-07-01,1250,3300,achalpur_soybean,24
2015-08-01,755,3170,achalpur_soybean,24
2015-09-01,390,3260,achalpur_soybean,24
2015-12-01,7231,3512,achalpur_soybean,24
2016-02-01,13006,3535,achalpur_soybean,24
2016-03-01,5344,3498,achalpur_soybean,24
2016-05-01,14401,3756,achalpur_soybean,24
2016-06-01,9339,3664,achalpur_soybean,24
2016-07-01,5760,3541,achalpur_soybean,24
2016-08-01,3625,3341,achalpur_soybean,24
2016-09-01,2350,3066,achalpur_soybean,24
2016-10-01,10830,2818,achalpur_soybean,24
2014-11-01,2,3750,achalpur_sunflower,25
2016-05-01,2,2250,achalpur_tamarind seed,26
2014-09-01,300,1542,achalpur_wheat(husked),27
2014-10-01,410,1548,achalpur_wheat(husked),27
2014-11-01,410,1580,achalpur_wheat(husked),27
2014-12-01,400,1623,achalpur_wheat(husked),27
2015-01-01,370,1665,achalpur_wheat(husked),27
2015-02-01,1837,1633,achalpur_wheat(husked),27
2015-03-01,3988,1584,achalpur_wheat(husked),27
2015-04-01,7279,1600,achalpur_wheat(husked),27
2015-05-01,1300,1588,achalpur_wheat(husked),27
2015-06-01,1911,1552,achalpur_wheat(husked),27
2015-07-01,780,1543,achalpur_wheat(husked),27
2015-08-01,1993,1540,achalpur_wheat(husked),27
2015-09-01,500,1542,achalpur_wheat(husked),27
2015-12-01,3904,1580,achalpur_wheat(husked),27
2016-01-01,5054,1680,achalpur_wheat(husked),27
2016-02-01,7111,1694,achalpur_wheat(husked),27
2016-03-01,3661,1678,achalpur_wheat(husked),27
2016-06-01,8640,1852,achalpur_wheat(husked),27
2016-07-01,4416,1821,achalpur_wheat(husked),27
2016-08-01,4352,1802,achalpur_wheat(husked),27
2016-09-01,4513,1846,achalpur_wheat(husked),27
2016-10-01,3131,1802,achalpur_wheat(husked),27
2016-11-01,2320,1859,achalpur_wheat(husked),27
2014-09-01,6,3500,aheri_batbati,28
2014-10-01,6,3500,aheri_batbati,28
2014-12-01,4,3500,aheri_batbati,28
2015-01-01,10,3500,aheri_batbati,28
2015-02-01,138,3500,aheri_batbati,28
2015-04-01,72,3750,aheri_batbati,28
2015-05-01,42,4000,aheri_batbati,28
2015-06-01,39,4000,aheri_batbati,28
2015-08-01,2,4300,aheri_batbati,28
2015-10-01,4,4500,aheri_batbati,28
2016-01-01,142,4450,aheri_batbati,28
2016-03-01,95,4240,aheri_batbati,28
2016-04-01,56,4400,aheri_batbati,28
2016-05-01,96,4267,aheri_batbati,28
2016-06-01,56,3687,aheri_batbati,28
2016-07-01,55,4514,aheri_batbati,28
2016-08-01,77,4929,aheri_batbati,28
2016-09-01,5,3500,aheri_batbati,28
2016-10-01,9,4500,aheri_batbati,28
2016-11-01,12,4500,aheri_batbati,28
2014-12-01,14,3300,aheri_black gram,29
2014-11-01,595,4000,aheri_cotton,30
2014-12-01,5608,3986,aheri_cotton,30
2015-01-01,3795,4000,aheri_cotton,30
2015-02-01,4280,4000,aheri_cotton,30
2015-03-01,5678,4000,aheri_cotton,30
2015-10-01,100,4000,aheri_cotton,30
2015-11-01,1245,3944,aheri_cotton,30
2015-12-01,1303,4025,aheri_cotton,30
2016-01-01,1225,4100,aheri_cotton,30
2016-02-01,480,4125,aheri_cotton,30
2016-03-01,370,4150,aheri_cotton,30
2016-04-01,125,4200,aheri_cotton,30
2014-09-01,7,2800,aheri_gram,31
2014-10-01,9,2600,aheri_gram,31
2014-12-01,4,3000,aheri_gram,31
2015-04-01,52,3125,aheri_gram,31
2015-06-01,4,3200,aheri_gram,31
2015-07-01,7,3800,aheri_gram,31
2016-06-01,11,3300,aheri_gram,31
2016-07-01,5,4000,aheri_gram,31
2016-08-01,5,4500,aheri_gram,31
2014-10-01,43,5867,aheri_green gram,32
2015-01-01,6,6000,aheri_green gram,32
2015-02-01,379,6025,aheri_green gram,32
2015-04-01,70,6075,aheri_green gram,32
2015-06-01,14,6200,aheri_green gram,32
2015-07-01,30,6000,aheri_green gram,32
2016-01-01,111,6000,aheri_green gram,32
2016-02-01,234,5880,aheri_green gram,32
2016-03-01,159,5600,aheri_green gram,32
2016-04-01,2,5600,aheri_green gram,32
2016-06-01,7,5700,aheri_green gram,32
2016-07-01,1,6000,aheri_green gram,32
2015-03-01,18,4200,aheri_ground nut pods (dry),33
2016-03-01,65,4500,aheri_ground nut pods (dry),33
2016-05-01,5,4000,aheri_ground nut pods (dry),33
2016-06-01,1,4500,aheri_ground nut pods (dry),33
2016-07-01,5,4500,aheri_ground nut pods (dry),33
2015-03-01,5,2500,aheri_horse gram,34
2015-08-01,48,2450,aheri_horse gram,34
2015-03-01,5,2500,aheri_indian bean,35
2015-04-01,5,2200,aheri_indian bean,35
2015-07-01,5,2200,aheri_indian bean,35
2015-08-01,7,2600,aheri_indian bean,35
2016-04-01,2,2200,aheri_indian bean,35
2015-07-01,31,4000,aheri_linseed,36
2015-11-01,26,4200,aheri_linseed,36
2016-05-01,2,4500,aheri_linseed,36
2014-10-01,34,1067,aheri_maize,37
2014-12-01,111,1296,aheri_maize,37
2015-01-01,1223,1200,aheri_maize,37
2015-02-01,165,1265,aheri_maize,37
2015-03-01,370,1270,aheri_maize,37
2015-04-01,1265,1245,aheri_maize,37
2015-06-01,298,1110,aheri_maize,37
2015-07-01,100,1100,aheri_maize,37
2015-08-01,420,1184,aheri_maize,37
2015-10-01,520,1134,aheri_maize,37
2015-11-01,132,1184,aheri_maize,37
2015-12-01,176,1200,aheri_maize,37
2016-01-01,59,1233,aheri_maize,37
2016-02-01,49,1225,aheri_maize,37
2016-03-01,689,1363,aheri_maize,37
2016-04-01,7,1200,aheri_maize,37
2016-05-01,105,1350,aheri_maize,37
2016-06-01,490,1350,aheri_maize,37
2016-07-01,69,1333,aheri_maize,37
2016-08-01,14,1400,aheri_maize,37
2016-11-01,27,1425,aheri_maize,37
2014-11-01,4,5000,aheri_matki,38
2015-02-01,29,5337,aheri_matki,38
2015-04-01,5,6000,aheri_matki,38
2016-02-01,25,5700,aheri_matki,38
2016-03-01,71,5867,aheri_matki,38
2016-04-01,33,6700,aheri_matki,38
2014-09-01,20,1400,aheri_paddy-unhusked,39
2014-10-01,254,1850,aheri_paddy-unhusked,39
2014-11-01,2214,1655,aheri_paddy-unhusked,39
2015-02-01,4736,1478,aheri_paddy-unhusked,39
2015-03-01,5170,1407,aheri_paddy-unhusked,39
2015-04-01,1287,1410,aheri_paddy-unhusked,39
2015-05-01,5328,1300,aheri_paddy-unhusked,39
2015-06-01,4292,1355,aheri_paddy-unhusked,39
2015-07-01,1201,1569,aheri_paddy-unhusked,39
2015-08-01,466,1544,aheri_paddy-unhusked,39
2015-10-01,598,1686,aheri_paddy-unhusked,39
2015-11-01,304,1883,aheri_paddy-unhusked,39
2015-12-01,1509,1737,aheri_paddy-unhusked,39
2016-01-01,1236,1639,aheri_paddy-unhusked,39
2016-02-01,1688,1490,aheri_paddy-unhusked,39
2016-03-01,1456,1669,aheri_paddy-unhusked,39
2016-04-01,437,1783,aheri_paddy-unhusked,39
2016-05-01,1257,1618,aheri_paddy-unhusked,39
2016-06-01,814,1767,aheri_paddy-unhusked,39
2016-07-01,65,1645,aheri_paddy-unhusked,39
2016-08-01,260,1460,aheri_paddy-unhusked,39
2016-09-01,1112,1450,aheri_paddy-unhusked,39
2016-10-01,1083,1918,aheri_paddy-unhusked,39
2016-11-01,2150,1757,aheri_paddy-unhusked,39
2015-04-01,494,5709,aheri_pigeon pea (tur),40
2015-06-01,383,5825,aheri_pigeon pea (tur),40
2015-07-01,194,6000,aheri_pigeon pea (tur),40
2015-08-01,3,7000,aheri_pigeon pea (tur),40
2016-01-01,1566,7917,aheri_pigeon pea (tur),40
2016-02-01,1270,7101,aheri_pigeon pea (tur),40
2016-03-01,1375,7085,aheri_pigeon pea (tur),40
2016-04-01,870,7700,aheri_pigeon pea (tur),40
2016-05-01,40,6600,aheri_pigeon pea (tur),40
2016-06-01,23,6500,aheri_pigeon pea (tur),40
2016-07-01,183,8000,aheri_pigeon pea (tur),40
2016-08-01,10,7000,aheri_pigeon pea (tur),40
2016-09-01,1248,6500,aheri_pigeon pea (tur),40
2016-10-01,340,6833,aheri_pigeon pea (tur),40
2014-09-01,20,1750,aheri_rice(paddy-hus),41
2014-11-01,170,2000,aheri_rice(paddy-hus),41
2015-03-01,35,1700,aheri_rice(paddy-hus),41
2015-05-01,25,1750,aheri_rice(paddy-hus),41
2015-06-01,210,1700,aheri_rice(paddy-hus),41
2015-07-01,98,1788,aheri_rice(paddy-hus),41
2015-08-01,47,2175,aheri_rice(paddy-hus),41
2015-12-01,184,1690,aheri_rice(paddy-hus),41
2016-01-01,30,3600,aheri_rice(paddy-hus),41
2016-04-01,112,3600,aheri_rice(paddy-hus),41
2016-05-01,108,1813,aheri_rice(paddy-hus),41
2016-06-01,107,2383,aheri_rice(paddy-hus),41
2016-07-01,43,2900,aheri_rice(paddy-hus),41
2016-08-01,83,2000,aheri_rice(paddy-hus),41
2016-09-01,78,3133,aheri_rice(paddy-hus),41
2016-11-01,20,2000,aheri_rice(paddy-hus),41
2014-12-01,227,7286,aheri_sesamum,42
2015-01-01,144,8375,aheri_sesamum,42
2015-02-01,210,7000,aheri_sesamum,42
2015-04-01,4,6700,aheri_sesamum,42
2015-11-01,48,5553,aheri_sesamum,42
2015-12-01,31,5250,aheri_sesamum,42
2016-02-01,133,4859,aheri_sesamum,42
2016-03-01,23,4500,aheri_sesamum,42
2016-07-01,12,4500,aheri_sesamum,42
2016-11-01,3,4500,aheri_sesamum,42
2014-09-01,10,1000,aheri_sorgum(jawar),43
2014-10-01,26,1200,aheri_sorgum(jawar),43
2014-11-01,12,1200,aheri_sorgum(jawar),43
2014-12-01,33,1250,aheri_sorgum(jawar),43
2015-03-01,491,1379,aheri_sorgum(jawar),43
2015-05-01,137,1227,aheri_sorgum(jawar),43
2015-06-01,82,1200,aheri_sorgum(jawar),43
2015-07-01,278,1120,aheri_sorgum(jawar),43
2015-08-01,292,1175,aheri_sorgum(jawar),43
2015-12-01,5,1200,aheri_sorgum(jawar),43
2016-02-01,48,1283,aheri_sorgum(jawar),43
2016-03-01,258,1500,aheri_sorgum(jawar),43
2016-04-01,63,1500,aheri_sorgum(jawar),43
2016-08-01,3,1450,aheri_sorgum(jawar),43
2014-11-01,276,2567,aheri_soybean,44
2015-01-01,392,2557,aheri_soybean,44
2015-02-01,250,2900,aheri_soybean,44
2015-06-01,456,3050,aheri_soybean,44
2015-07-01,120,3100,aheri_soybean,44
2015-10-01,129,3338,aheri_soybean,44
2015-11-01,470,3347,aheri_soybean,44
2015-12-01,64,3293,aheri_soybean,44
2016-01-01,177,3350,aheri_soybean,44
2016-02-01,225,3500,aheri_soybean,44
2016-03-01,20,3300,aheri_soybean,44
2016-04-01,328,3350,aheri_soybean,44
2016-05-01,340,3500,aheri_soybean,44
2016-06-01,705,3460,aheri_soybean,44
2016-08-01,540,3400,aheri_soybean,44
2016-09-01,37,3400,aheri_soybean,44
2014-09-01,24,1575,ahmednagar_bajri,45
2014-11-01,395,1629,ahmednagar_bajri,45
2015-01-01,97,1618,ahmednagar_bajri,45
2015-02-01,10,1650,ahmednagar_bajri,45
2015-03-01,14,1525,ahmednagar_bajri,45
2015-04-01,79,1463,ahmednagar_bajri,45
2015-06-01,141,1382,ahmednagar_bajri,45
2015-07-01,213,1578,ahmednagar_bajri,45
2015-08-01,24,1615,ahmednagar_bajri,45
2015-09-01,51,1553,ahmednagar_bajri,45
2015-10-01,144,1543,ahmednagar_bajri,45
2015-11-01,338,1579,ahmednagar_bajri,45
2015-12-01,258,1716,ahmednagar_bajri,45
2016-01-01,377,1612,ahmednagar_bajri,45
2016-02-01,96,1699,ahmednagar_bajri,45
2016-03-01,16,1800,ahmednagar_bajri,45
2016-04-01,106,1875,ahmednagar_bajri,45
2016-05-01,225,1923,ahmednagar_bajri,45
2016-08-01,24,1757,ahmednagar_bajri,45
2016-09-01,138,1729,ahmednagar_bajri,45
2016-11-01,298,1648,ahmednagar_bajri,45
2015-06-01,127,2350,ahmednagar_bitter gourd,46
2015-07-01,110,2467,ahmednagar_bitter gourd,46
2015-08-01,120,2375,ahmednagar_bitter gourd,46
2015-09-01,181,1350,ahmednagar_bitter gourd,46
2015-10-01,238,2350,ahmednagar_bitter gourd,46
2015-11-01,130,2013,ahmednagar_bitter gourd,46
2015-12-01,95,2806,ahmednagar_bitter gourd,46
2016-01-01,63,3875,ahmednagar_bitter gourd,46
2016-02-01,25,4000,ahmednagar_bitter gourd,46
2016-05-01,91,3925,ahmednagar_bitter gourd,46
2016-06-01,237,4633,ahmednagar_bitter gourd,46
2016-07-01,282,3795,ahmednagar_bitter gourd,46
2016-08-01,326,1940,ahmednagar_bitter gourd,46
2016-10-01,134,1431,ahmednagar_bitter gourd,46
2016-11-01,55,1325,ahmednagar_bitter gourd,46
2014-11-01,78,4770,ahmednagar_black gram,47
2015-01-01,8,5650,ahmednagar_black gram,47
2015-02-01,3,5200,ahmednagar_black gram,47
2015-04-01,7,5700,ahmednagar_black gram,47
2015-06-01,24,7175,ahmednagar_black gram,47
2015-07-01,3,6250,ahmednagar_black gram,47
2015-08-01,1,8100,ahmednagar_black gram,47
2015-09-01,18,9400,ahmednagar_black gram,47
2015-10-01,77,10032,ahmednagar_black gram,47
2015-11-01,82,9479,ahmednagar_black gram,47
2015-12-01,66,8626,ahmednagar_black gram,47
2016-01-01,21,7875,ahmednagar_black gram,47
2016-04-01,2,7500,ahmednagar_black gram,47
2016-05-01,10,8033,ahmednagar_black gram,47
2016-06-01,3,8250,ahmednagar_black gram,47
2016-09-01,661,6609,ahmednagar_black gram,47
2016-11-01,883,6433,ahmednagar_black gram,47
2015-06-01,43,617,ahmednagar_bottle gourd,48
2015-07-01,60,633,ahmednagar_bottle gourd,48
2015-08-01,19,850,ahmednagar_bottle gourd,48
2015-09-01,29,750,ahmednagar_bottle gourd,48
2015-10-01,14,1000,ahmednagar_bottle gourd,48
2015-11-01,11,850,ahmednagar_bottle gourd,48
2015-12-01,80,880,ahmednagar_bottle gourd,48
2016-01-01,36,1020,ahmednagar_bottle gourd,48
2016-02-01,71,667,ahmednagar_bottle gourd,48
2016-05-01,89,1163,ahmednagar_bottle gourd,48
2016-07-01,253,852,ahmednagar_bottle gourd,48
2016-08-01,257,425,ahmednagar_bottle gourd,48
2016-10-01,82,1017,ahmednagar_bottle gourd,48
2016-11-01,65,475,ahmednagar_bottle gourd,48
2015-06-01,174,1143,ahmednagar_brinjal,49
2015-07-01,187,1256,ahmednagar_brinjal,49
2015-08-01,141,1533,ahmednagar_brinjal,49
2015-09-01,177,1380,ahmednagar_brinjal,49
2015-10-01,341,2073,ahmednagar_brinjal,49
2015-11-01,325,1835,ahmednagar_brinjal,49
2015-12-01,373,1841,ahmednagar_brinjal,49
2016-02-01,207,1033,ahmednagar_brinjal,49
2016-04-01,120,2000,ahmednagar_brinjal,49
2016-05-01,261,1761,ahmednagar_brinjal,49
2016-06-01,401,1750,ahmednagar_brinjal,49
2016-07-01,431,1271,ahmednagar_brinjal,49
2016-08-01,366,1540,ahmednagar_brinjal,49
2016-09-01,440,1060,ahmednagar_brinjal,49
2016-10-01,197,2400,ahmednagar_brinjal,49
2016-11-01,222,975,ahmednagar_brinjal,49
2015-06-01,247,893,ahmednagar_cabbage,50
2015-07-01,415,967,ahmednagar_cabbage,50
2015-08-01,491,992,ahmednagar_cabbage,50
2015-09-01,376,880,ahmednagar_cabbage,50
2015-10-01,788,782,ahmednagar_cabbage,50
